agent_id,age,tenure_months,commute_minutes,hiring_source,shift_type,queue_type,education,dependents,prior_jobs,compa_ratio,months_since_increment,ijp_rejections,aht_delta_pct,acw_pct_delta_pp,avail_time_delta_pct,adherence_delta_pp,break_overrun_min_30d,late_logins_30d,avg_minutes_late,early_departures_30d,unplanned_absences_30d,fri_mon_absence_ratio,ncns_90d,pto_burn_rate,pto_rejections_180d,shift_swap_requests_30d,short_calls_rate_delta_pp,transfer_rate_delta_pp,occupancy_90d,tl_attrition_rate_6m,team_exits_60d,batch_attrition_rate,attrition_90d
AGT100114,27,1,97,Walk-in,Day Fixed,Voice-Support,Postgraduate,0,2,0.947,1,0,-0.7,0.59,0.5,-0.09,0.0,1,9.1,0,2,0.49,0,1.35,0,1,2.53,0.47,94.3,0.028,0,0.332,0
AGT100115,24,27,53,Referral,Split,Voice-Collections,Graduate,2,0,0.992,4,0,5.0,-1.89,-4.8,0.92,0.0,0,0.0,1,0,0.0,0,0.27,0,0,0.9,0.02,82.8,0.135,0,0.376,0
AGT100116,28,3,10,Referral,Night Fixed,Voice-Support,Graduate,0,1,0.892,8,1,3.9,1.25,-2.9,-0.39,2.9,1,5.3,1,2,0.78,0,0.98,2,1,0.25,-0.31,77.4,0.159,2,0.397,0
AGT100117,27,12,102,Job Portal,Rotational,Voice-Support,Graduate,0,0,1.078,11,1,14.7,4.68,-10.7,-11.59,25.5,11,21.2,1,5,0.95,0,1.83,2,7,3.33,1.97,98.0,0.267,2,0.451,0
AGT100118,35,1,65,Job Portal,Split,Escalations,Graduate,0,1,1.002,7,0,-9.0,-1.26,5.7,1.49,14.4,4,3.5,1,1,0.3,0,1.06,0,1,2.12,1.65,91.0,0.081,1,0.585,0
AGT100119,26,1,44,Referral,Night Fixed,Escalations,Graduate,0,2,1.224,2,0,4.5,-3.21,0.4,3.78,0.0,0,0.0,0,0,0.0,0,0.45,0,0,-1.23,-0.93,80.9,0.132,0,0.305,0
AGT100120,22,4,15,Job Portal,Day Fixed,Voice-Support,Graduate,0,1,1.029,12,1,-9.6,-2.15,-1.6,-1.2,0.0,0,0.0,0,0,0.0,0,0.19,0,2,-0.64,-1.43,75.8,0.081,0,0.139,0
AGT100121,28,6,68,Walk-in,Night Fixed,Voice-Support,Graduate,0,1,1.038,28,0,1.7,2.36,1.4,1.14,8.9,0,0.0,0,0,0.0,0,0.39,0,2,-1.68,-0.13,83.6,0.272,2,0.32,0
AGT100122,28,3,53,Job Portal,Rotational,Voice-Support,Graduate,0,0,0.953,23,0,-0.5,0.83,-6.8,-2.24,20.3,3,7.7,1,2,0.29,0,1.67,3,5,3.06,1.12,92.5,0.332,1,0.291,0
AGT100123,34,2,116,Walk-in,Night Fixed,Email,Graduate,1,1,1.119,9,2,9.0,3.34,-1.6,-3.53,10.9,4,6.2,4,3,0.96,1,1.72,1,3,2.1,1.11,76.3,0.291,2,0.329,0
AGT100124,31,2,92,Job Portal,Day Fixed,Chat,Graduate,1,2,0.957,10,1,-3.6,3.31,1.3,3.41,6.3,0,0.0,0,3,0.17,0,0.88,1,0,-2.02,0.44,82.7,0.151,1,0.135,0
AGT100125,29,10,96,Job Portal,Day Fixed,Chat,Undergraduate,1,1,1.173,7,0,-7.8,-1.67,-4.7,2.54,0.0,0,0.0,0,0,0.0,0,0.31,2,0,-0.46,1.16,92.0,0.133,2,0.333,0
AGT100126,34,1,48,Job Portal,Rotational,Chat,Graduate,3,1,1.17,1,0,-15.0,-0.25,7.7,2.41,0.0,0,0.0,0,0,0.0,0,0.0,0,1,0.09,0.41,72.4,0.204,1,0.175,0
AGT100127,21,35,47,Job Portal,Rotational,Escalations,Undergraduate,2,2,0.949,5,0,-5.5,2.99,1.4,2.1,0.0,0,0.0,0,0,0.0,0,0.36,0,0,0.15,-0.93,77.7,0.084,0,0.076,0
AGT100128,24,35,53,Job Portal,Day Fixed,Voice-Support,Graduate,0,1,0.972,3,0,-5.8,3.85,-6.5,0.06,13.5,5,7.6,3,4,0.52,1,1.63,4,0,0.92,2.07,82.4,0.257,1,0.315,0
AGT100129,22,1,30,Referral,Rotational,Voice-Support,Undergraduate,1,2,0.927,2,0,-2.1,2.36,-2.3,1.55,0.4,0,0.0,0,0,0.0,0,0.99,0,2,0.88,0.45,81.8,0.14,0,0.427,0
AGT100130,25,18,44,Job Portal,Night Fixed,Chat,Graduate,2,0,0.866,8,0,6.6,0.97,1.4,1.2,5.3,2,8.6,0,1,0.59,2,1.11,0,1,-0.03,1.18,86.6,0.262,3,0.33,0
AGT100131,20,16,40,Referral,Day Fixed,Escalations,Graduate,1,3,1.029,25,0,0.3,1.51,-4.9,3.09,7.2,1,0.6,1,0,0.0,0,0.84,2,1,-0.92,-0.96,71.2,0.218,3,0.328,0
AGT100132,30,12,78,Referral,Night Fixed,Chat,Graduate,0,2,1.0,2,0,-2.6,-0.43,-0.3,-1.22,5.9,2,4.7,2,0,0.0,0,0.77,0,3,0.94,-3.38,87.4,0.396,1,0.098,0
AGT100133,26,4,86,Job Portal,Rotational,Email,Graduate,2,1,1.066,1,0,-8.8,-0.86,-0.4,-3.63,0.9,0,0.0,0,0,0.0,1,0.33,0,0,0.93,-0.03,82.6,0.08,3,0.135,0
AGT100134,20,12,61,Job Portal,Rotational,Email,Graduate,0,2,0.995,4,0,3.3,3.43,4.0,-0.36,1.5,1,9.5,0,0,0.0,0,0.36,1,1,-1.71,1.11,86.4,0.168,0,0.456,0
AGT100135,22,27,28,Referral,Night Fixed,Voice-Support,Graduate,0,2,1.087,9,1,10.6,1.28,0.7,-1.96,0.0,0,0.0,0,0,0.0,0,0.17,0,0,0.78,-0.11,77.5,0.106,2,0.521,0
AGT100136,29,5,105,Referral,Day Fixed,Chat,Postgraduate,2,3,0.995,11,0,-4.9,2.4,0.3,2.33,0.0,0,0.0,0,0,0.0,0,1.12,0,1,0.33,-0.8,74.4,0.232,0,0.321,0
AGT100137,31,22,68,Walk-in,Night Fixed,Email,Undergraduate,4,4,0.981,2,0,0.9,-2.22,-1.0,-1.98,0.5,0,0.0,0,0,0.0,1,0.42,0,2,-0.64,-1.62,80.2,0.071,1,0.186,0
AGT100138,37,9,51,Job Portal,Night Fixed,Voice-Support,Graduate,3,1,1.009,6,3,-5.0,-0.97,-0.6,0.71,0.0,1,6.7,0,2,0.0,1,0.63,1,2,1.91,0.15,83.6,0.119,2,0.303,0
AGT100139,42,32,58,Job Portal,Night Fixed,Chat,Graduate,4,1,1.076,2,0,-3.6,-2.34,3.2,-2.15,0.0,1,5.3,0,0,0.0,0,0.44,0,3,1.11,0.83,81.5,0.235,1,0.139,0
AGT100140,29,14,20,Job Portal,Night Fixed,Voice-Support,Graduate,0,2,0.963,1,0,1.2,1.79,-6.1,-3.69,13.2,4,10.1,3,2,0.62,0,1.43,1,3,0.91,0.1,76.3,0.343,2,0.195,0
AGT100141,22,25,40,Job Portal,Night Fixed,Email,Graduate,1,0,1.091,5,2,5.0,3.7,-0.0,-0.95,4.8,0,0.0,1,1,0.48,0,0.8,0,2,2.57,0.34,77.6,0.396,3,0.165,0
AGT100142,19,43,81,Referral,Day Fixed,Voice-Support,Graduate,0,0,0.926,5,0,-8.5,0.83,2.4,-5.27,0.2,2,7.4,4,2,0.66,0,0.51,0,0,2.02,0.7,80.3,0.221,2,0.274,0
AGT100143,28,8,19,Job Portal,Day Fixed,Voice-Support,Graduate,1,3,0.969,32,0,-18.6,0.31,-4.4,-0.26,0.1,0,0.0,0,0,0.0,0,0.57,0,0,-0.63,0.98,96.4,0.228,1,0.237,0
AGT100144,23,16,19,Job Portal,Day Fixed,Chat,Graduate,2,2,0.813,4,0,0.6,1.64,0.6,-6.73,4.1,0,0.0,0,0,0.0,0,0.74,1,1,0.6,2.09,90.1,0.184,3,0.245,0
AGT100145,25,50,68,Job Portal,Rotational,Chat,Postgraduate,0,1,0.966,34,1,10.0,1.47,-0.9,-2.45,8.0,7,5.6,0,3,0.11,0,1.15,0,2,-0.22,0.63,84.4,0.028,4,0.117,0
AGT100146,24,79,56,Job Portal,Night Fixed,Voice-Support,Undergraduate,0,2,0.888,11,3,1.2,-0.01,2.7,5.62,4.2,1,2.4,0,0,0.0,0,0.28,0,0,-1.81,-0.46,83.5,0.089,0,0.273,0
AGT100147,26,12,19,Referral,Rotational,Voice-Support,Graduate,3,1,1.055,1,0,0.7,-0.79,-1.7,2.34,0.0,0,0.0,0,0,0.0,0,0.73,0,1,0.33,-0.54,91.1,0.119,1,0.335,0
AGT100148,32,41,38,Job Portal,Day Fixed,Email,Graduate,0,2,1.051,11,1,9.6,-0.28,8.4,1.76,0.0,0,0.0,0,0,0.0,0,0.76,0,0,1.21,-0.49,84.2,0.213,1,0.148,0
AGT100149,28,7,51,Referral,Night Fixed,Escalations,Undergraduate,0,3,1.122,21,0,5.8,0.26,-1.0,5.12,0.0,0,0.0,0,0,0.0,0,0.1,0,2,2.53,0.99,84.1,0.002,0,0.341,0
AGT100150,26,7,48,Job Portal,Day Fixed,Chat,Graduate,3,0,1.166,25,1,1.7,1.85,5.5,-2.26,0.5,2,8.5,1,3,0.47,0,0.83,1,3,0.97,-0.02,77.1,0.284,3,0.336,0
AGT100151,22,40,53,Referral,Day Fixed,Voice-Support,Undergraduate,0,3,0.984,7,2,-5.8,2.25,2.4,-0.28,0.0,0,0.0,0,0,0.0,0,1.07,0,2,-0.77,0.4,90.9,0.045,1,0.13,0
AGT100152,19,14,37,Job Portal,Rotational,Chat,Graduate,2,2,0.926,29,1,-6.2,0.59,4.1,-5.01,18.1,3,5.7,1,3,0.42,0,0.45,2,1,0.73,0.01,81.0,0.146,0,0.29,0
AGT100153,25,26,50,Job Portal,Day Fixed,Chat,Postgraduate,0,2,1.047,6,0,1.3,1.79,7.9,-0.83,9.5,0,0.0,4,1,0.48,1,1.37,0,1,-1.29,1.64,79.0,0.353,0,0.295,0
AGT100154,27,7,61,Referral,Day Fixed,Voice-Collections,Postgraduate,0,0,0.961,31,0,9.9,-0.34,1.5,-1.04,1.7,0,0.0,1,1,0.67,2,0.46,1,0,-1.66,0.25,84.0,0.267,1,0.274,0
AGT100155,36,23,58,Job Portal,Night Fixed,Voice-Support,Graduate,0,4,0.94,20,0,4.9,0.23,5.5,-0.54,4.2,0,0.0,0,1,0.27,0,0.52,0,1,-0.2,-0.32,94.1,0.149,1,0.178,0
AGT100156,28,27,37,Referral,Day Fixed,Voice-Support,Undergraduate,0,1,0.998,2,0,4.8,-1.37,7.4,2.44,0.0,0,0.0,0,0,0.0,0,0.47,1,0,-0.43,0.84,85.3,0.205,2,0.12,0
AGT100157,32,7,63,Job Portal,Split,Voice-Support,Postgraduate,1,1,0.941,9,0,9.1,3.29,-0.3,-1.44,7.8,3,14.3,4,7,0.96,2,1.72,2,3,1.96,1.85,78.1,0.365,4,0.136,1
AGT100158,25,10,26,Job Portal,Split,Chat,Graduate,2,0,1.206,20,0,-5.6,-0.02,-4.6,0.3,0.0,0,0.0,0,0,0.0,0,0.69,0,0,-0.2,1.26,82.4,0.188,3,0.53,0
AGT100159,21,6,31,Referral,Night Fixed,Voice-Support,Graduate,1,1,0.974,10,0,-0.6,0.79,-1.8,-0.15,0.0,0,0.0,0,0,0.0,0,0.18,0,0,1.71,2.1,88.7,0.095,1,0.47,0
AGT100160,22,31,68,Referral,Day Fixed,Voice-Collections,Graduate,1,0,0.997,6,1,1.9,-1.85,-0.1,1.45,0.0,0,0.0,0,0,0.0,0,0.0,0,0,-0.01,0.07,88.3,0.197,0,0.233,0
AGT100161,23,17,63,Referral,Night Fixed,Voice-Collections,Graduate,0,2,1.081,1,0,-2.1,-1.54,3.9,1.79,3.7,2,4.4,0,1,0.09,0,0.3,0,0,0.37,0.05,81.8,0.338,5,0.208,0
AGT100162,38,3,39,Job Portal,Night Fixed,Chat,Graduate,2,2,1.219,8,0,1.3,1.81,-2.9,1.09,0.3,0,0.0,0,0,0.0,0,0.6,0,0,-1.1,0.67,73.3,0.159,0,0.475,0
AGT100163,23,45,31,Job Portal,Night Fixed,Chat,Postgraduate,0,0,0.977,5,0,-4.3,-1.47,-3.5,0.43,0.6,0,0.0,0,1,0.47,0,1.22,0,0,-0.55,2.65,84.8,0.017,3,0.26,0
AGT100164,31,15,33,Referral,Day Fixed,Voice-Collections,Graduate,0,1,0.813,3,0,-2.5,-0.1,1.3,3.55,0.0,1,3.5,0,0,0.0,0,0.16,2,0,0.75,-0.88,86.9,0.076,1,0.193,0
AGT100165,22,7,59,Referral,Day Fixed,Voice-Support,Graduate,4,2,0.992,1,0,-6.4,-1.13,-1.1,1.03,0.0,0,0.0,0,0,0.0,0,0.04,1,3,0.49,1.28,85.7,0.049,2,0.062,0
AGT100166,32,14,54,Walk-in,Day Fixed,Voice-Support,Postgraduate,3,3,0.829,7,0,6.1,2.06,-8.4,-6.71,3.8,1,5.8,3,1,0.47,0,1.11,2,2,0.75,1.15,92.9,0.159,1,0.141,0
AGT100167,29,3,30,Referral,Night Fixed,Chat,Graduate,0,0,0.948,0,3,5.0,1.25,-2.7,-0.91,2.3,6,7.7,0,3,0.51,0,1.43,0,0,-0.21,-0.02,94.2,0.151,0,0.327,0
AGT100168,26,5,63,Job Portal,Rotational,Voice-Collections,Postgraduate,0,3,1.15,2,0,3.8,2.04,-2.4,-0.96,2.7,3,5.4,3,1,0.28,0,1.23,2,2,0.69,-1.13,93.3,0.082,2,0.239,0
AGT100169,27,28,38,Job Portal,Rotational,Voice-Collections,Graduate,1,2,0.92,15,0,-1.3,-0.27,1.5,-3.14,3.4,2,5.4,3,1,0.68,3,1.28,1,0,1.22,-1.53,79.4,0.138,2,0.263,0
AGT100170,24,5,26,Referral,Day Fixed,Voice-Collections,Postgraduate,1,0,0.895,1,1,-10.4,-1.48,-1.6,-1.22,0.0,0,0.0,0,1,0.16,0,0.62,1,1,1.29,0.24,85.8,0.198,3,0.283,0
AGT100171,29,56,35,Walk-in,Rotational,Voice-Support,Graduate,3,2,1.086,5,0,8.5,2.47,-4.5,-2.64,0.0,0,0.0,0,0,0.0,0,0.33,1,1,-0.09,0.54,80.1,0.124,1,0.311,0
AGT100172,25,4,46,Referral,Day Fixed,Voice-Support,Undergraduate,1,2,0.978,1,0,1.3,2.5,4.7,4.26,0.0,1,1.9,0,0,0.0,1,0.0,0,0,-0.64,-1.05,82.8,0.099,2,0.092,0
AGT100173,21,32,61,Job Portal,Day Fixed,Chat,Graduate,0,0,1.121,9,0,-4.2,-1.73,0.2,2.94,0.0,0,0.0,0,0,0.0,0,0.62,2,0,-0.68,-1.8,87.0,0.043,0,0.467,0
AGT100174,21,33,60,Job Portal,Rotational,Voice-Collections,Postgraduate,1,0,0.972,12,1,3.1,0.61,1.8,2.9,0.9,1,1.0,0,0,0.0,0,0.31,0,1,0.35,-0.39,78.2,0.07,1,0.306,0
AGT100175,28,18,42,Referral,Day Fixed,Chat,Graduate,0,1,1.065,4,0,-2.8,-2.2,-5.0,3.86,0.0,1,6.5,0,0,0.0,0,0.66,0,1,0.19,0.76,85.3,0.222,0,0.188,0
AGT100176,35,4,49,Job Portal,Split,Voice-Support,Graduate,1,1,0.846,0,0,15.5,1.85,-5.5,-8.14,16.3,0,0.0,0,3,0.73,1,1.5,0,3,2.45,2.82,76.4,0.33,3,0.434,0
AGT100177,28,7,40,Walk-in,Split,Email,Postgraduate,1,3,0.907,6,0,-1.5,2.63,-2.2,-2.79,1.6,4,4.4,1,3,0.32,0,1.31,0,2,1.24,0.85,84.7,0.233,2,0.271,0
AGT100178,26,11,30,Job Portal,Day Fixed,Voice-Support,Graduate,3,4,0.982,14,0,-6.8,-0.83,-1.9,-0.42,2.4,0,0.0,2,1,0.27,0,0.73,0,0,2.34,-0.25,80.8,0.227,3,0.601,0
AGT100179,28,22,43,Referral,Day Fixed,Chat,Postgraduate,0,0,0.96,9,0,-9.3,1.95,-1.1,0.13,0.0,0,0.0,0,0,0.0,0,0.33,1,1,0.72,-0.51,81.2,0.21,1,0.206,0
AGT100180,34,58,15,Walk-in,Day Fixed,Voice-Collections,Undergraduate,1,3,1.25,36,1,-5.1,-2.83,-6.8,1.09,1.3,0,0.0,0,1,0.09,0,0.73,0,2,-0.2,0.6,83.9,0.3,1,0.121,0
AGT100181,28,17,86,Referral,Split,Voice-Collections,Undergraduate,0,2,1.102,25,0,-10.5,2.15,0.2,-2.87,2.8,1,8.3,0,3,0.48,0,0.95,2,0,1.22,0.56,85.7,0.199,2,0.304,0
AGT100182,25,17,48,Referral,Day Fixed,Email,Graduate,3,2,1.099,11,2,-3.8,0.28,-4.2,4.0,2.2,1,0.0,1,1,0.0,0,0.55,1,0,-0.24,-1.88,78.1,0.18,1,0.36,0
AGT100183,33,22,55,Referral,Rotational,Voice-Support,Postgraduate,0,3,0.983,7,0,-7.9,0.66,-6.5,-1.45,0.0,0,0.0,0,1,0.25,0,0.38,1,3,-0.65,1.27,85.9,0.136,1,0.176,0
AGT100184,29,9,30,Job Portal,Day Fixed,Voice-Support,Undergraduate,0,0,0.861,8,0,-0.9,-0.88,0.3,-3.53,5.7,3,0.0,1,1,0.57,0,0.68,0,1,-0.15,0.58,83.0,0.38,2,0.308,0
AGT100185,35,4,48,Referral,Rotational,Voice-Support,Graduate,0,4,1.167,0,1,0.2,-2.33,-1.4,-1.39,0.0,0,0.0,0,0,0.0,0,0.34,0,2,-0.26,1.27,79.9,0.039,0,0.325,0
AGT100186,28,34,52,Referral,Day Fixed,Escalations,Undergraduate,2,2,0.838,17,0,6.5,0.48,-0.2,-0.48,8.4,3,12.9,2,3,0.39,1,0.8,0,4,0.0,1.17,86.0,0.354,2,0.25,0
AGT100187,21,61,39,Walk-in,Rotational,Escalations,Undergraduate,0,1,0.945,27,0,-8.8,5.06,6.5,-1.63,9.2,3,2.5,1,4,0.64,0,0.7,1,0,2.48,0.81,89.4,0.347,2,0.232,0
AGT100188,20,25,40,Job Portal,Rotational,Chat,Graduate,1,1,1.057,0,0,4.3,-0.86,1.4,-1.71,5.0,2,0.0,0,1,0.24,1,0.53,0,1,-0.91,0.67,96.2,0.279,1,0.184,0
AGT100189,35,5,21,Referral,Day Fixed,Voice-Collections,Undergraduate,0,1,1.261,7,0,-7.3,-1.32,-5.5,-1.88,1.1,1,0.0,0,0,0.0,0,0.22,0,1,-0.72,-0.98,76.2,0.15,2,0.201,0
AGT100190,36,15,100,Job Portal,Day Fixed,Voice-Support,Postgraduate,2,1,1.174,17,0,-15.9,-0.63,0.6,-0.67,0.0,0,0.0,0,0,0.0,0,0.3,1,0,-0.59,-0.56,91.3,0.111,1,0.296,0
AGT100191,26,17,30,Referral,Night Fixed,Email,Postgraduate,4,0,1.062,30,2,-16.2,0.07,-9.7,-0.31,0.0,0,0.0,0,0,0.0,0,0.14,0,0,1.03,2.11,81.2,0.088,2,0.193,0
AGT100192,25,8,32,Job Portal,Night Fixed,Voice-Support,Graduate,0,0,1.215,9,0,3.0,-0.57,1.6,0.09,0.0,2,0.0,0,0,0.0,1,0.0,0,1,1.6,-0.17,85.9,0.067,1,0.244,0
AGT100193,34,16,89,Job Portal,Rotational,Voice-Support,Graduate,1,2,0.951,24,0,10.6,3.18,1.6,-3.7,14.5,7,6.6,3,1,1.0,0,1.58,3,4,3.13,0.44,76.8,0.366,2,0.347,0
AGT100194,21,53,56,Job Portal,Night Fixed,Email,Postgraduate,0,3,1.045,12,1,13.6,2.83,-5.8,0.76,9.2,4,14.0,0,6,0.58,0,1.86,3,3,3.08,2.43,87.1,0.445,4,0.12,0
AGT100195,23,10,62,Job Portal,Split,Voice-Support,Graduate,1,2,1.146,3,0,10.0,1.04,5.7,0.92,0.0,0,0.0,0,0,0.0,1,0.05,3,0,-1.67,-1.77,79.5,0.113,0,0.441,0
AGT100196,30,11,21,Job Portal,Day Fixed,Email,Undergraduate,0,0,0.86,3,0,-5.3,-0.15,0.9,-0.76,1.3,0,0.0,0,1,0.22,0,0.0,0,2,0.25,0.38,84.1,0.115,0,0.225,0
AGT100197,25,17,48,Referral,Rotational,Email,Graduate,0,2,1.038,7,2,20.4,4.93,-13.5,-13.22,17.9,4,16.7,4,10,0.68,2,1.19,5,6,1.29,4.6,79.6,0.44,3,0.422,0
AGT100198,27,11,21,Job Portal,Split,Email,Graduate,2,2,1.044,15,1,4.6,0.78,-6.1,-9.1,9.3,4,9.5,4,3,0.43,0,1.74,1,4,2.22,1.83,80.1,0.445,3,0.064,0
AGT100199,26,28,28,Job Portal,Rotational,Chat,Graduate,0,0,1.041,0,0,-1.1,0.23,-1.5,-4.89,6.3,0,0.0,0,4,0.63,2,1.19,3,0,-0.27,-0.57,79.4,0.354,2,0.152,0
AGT100200,29,8,107,Job Portal,Split,Voice-Support,Graduate,0,2,0.896,3,0,12.7,1.86,4.3,-5.95,10.7,5,11.2,1,4,0.25,0,1.94,2,5,0.35,1.48,95.1,0.117,3,0.266,0
AGT100201,34,15,25,Job Portal,Night Fixed,Chat,Graduate,0,0,1.044,1,0,-11.1,-1.06,0.4,0.04,1.1,0,0.0,0,0,0.0,0,0.56,0,0,0.39,1.53,78.6,0.281,2,0.313,0
AGT100202,27,24,60,Walk-in,Rotational,Email,Graduate,2,1,1.029,9,0,-13.4,0.57,6.9,1.19,0.0,0,0.0,0,0,0.0,1,0.73,3,0,1.51,1.71,89.3,0.083,1,0.404,0
AGT100203,30,4,26,Job Portal,Day Fixed,Chat,Graduate,4,0,0.945,4,0,-6.3,-0.31,-0.3,1.64,11.4,1,6.9,3,0,0.0,0,1.44,0,0,-0.23,0.92,82.2,0.118,1,0.506,0
AGT100204,19,11,28,Walk-in,Day Fixed,Email,Graduate,3,2,1.078,12,0,-8.7,-1.62,-0.2,6.16,0.0,0,0.0,0,0,0.0,0,0.0,0,2,-0.66,-0.54,79.8,0.056,2,0.575,0
AGT100205,27,10,139,Job Portal,Rotational,Escalations,Graduate,2,0,1.135,9,0,-9.7,2.18,-6.9,0.6,0.0,0,0.0,0,1,0.38,0,0.18,0,0,0.02,-0.19,85.7,0.13,1,0.4,0
AGT100206,23,9,42,Referral,Rotational,Chat,Undergraduate,3,2,0.93,5,0,-7.4,-0.44,6.0,1.83,0.0,0,0.0,0,0,0.0,0,0.2,0,1,0.18,0.73,89.7,0.096,3,0.464,0
AGT100207,21,8,20,Job Portal,Split,Escalations,Undergraduate,2,1,1.05,4,0,6.6,1.51,-5.6,2.04,8.9,1,4.7,0,2,0.62,0,0.34,0,0,0.47,1.53,78.3,0.339,1,0.302,0
AGT100208,23,3,62,Referral,Rotational,Voice-Support,Graduate,1,0,1.138,6,0,-0.6,-0.8,-0.2,-0.81,0.0,0,0.0,0,0,0.0,0,0.52,3,1,-1.74,-0.16,97.6,0.221,2,0.125,0
AGT100209,25,19,78,Referral,Rotational,Escalations,Graduate,1,3,1.14,2,0,2.3,0.42,-4.2,-3.29,5.0,3,6.9,1,0,0.0,0,1.39,1,2,3.51,1.59,94.7,0.207,2,0.619,0
AGT100210,32,2,64,Job Portal,Rotational,Escalations,Undergraduate,3,2,0.985,1,0,-0.1,-2.22,1.8,-1.05,0.0,0,0.0,0,0,0.0,0,0.55,1,2,-2.88,1.43,83.8,0.044,0,0.109,0
AGT100211,20,34,40,Job Portal,Rotational,Voice-Support,Graduate,0,0,1.107,4,2,7.7,2.64,1.0,4.24,0.0,0,0.0,0,0,0.0,0,1.55,2,1,0.72,0.35,86.8,0.146,4,0.089,0
AGT100212,27,7,41,Job Portal,Day Fixed,Chat,Graduate,1,1,0.976,12,2,-0.2,1.11,3.7,0.53,2.5,1,5.8,0,0,0.0,1,0.6,2,2,1.07,1.0,86.0,0.013,0,0.23,0
AGT100213,25,6,33,Job Portal,Night Fixed,Voice-Collections,Undergraduate,2,1,1.082,16,0,2.8,-1.17,-1.2,2.16,0.0,0,0.0,0,0,0.0,0,1.01,2,0,0.76,-0.79,84.4,0.101,2,0.078,0
AGT100214,25,6,24,Referral,Night Fixed,Email,Graduate,0,1,0.926,22,0,-4.6,3.36,3.1,7.05,0.0,0,0.0,0,1,0.67,0,0.68,1,1,-0.02,-1.07,88.4,0.139,0,0.337,0
AGT100215,32,38,52,Walk-in,Rotational,Voice-Support,Graduate,2,0,0.848,9,0,5.1,-2.43,0.6,-1.28,9.6,3,8.1,2,0,0.0,0,1.1,0,2,1.33,0.09,79.9,0.194,3,0.202,0
AGT100216,30,7,39,Job Portal,Rotational,Voice-Collections,Undergraduate,2,0,1.053,10,0,3.5,0.25,-2.0,1.38,3.9,0,0.0,0,0,0.0,0,0.96,1,2,-0.09,-1.64,91.5,0.081,0,0.527,0
AGT100217,34,13,21,Referral,Rotational,Voice-Collections,Postgraduate,1,1,1.088,9,0,-16.1,-2.1,2.9,3.29,5.4,0,0.0,0,0,0.0,0,0.0,1,0,-2.14,-2.18,82.0,0.07,1,0.26,0
AGT100218,26,2,42,Referral,Split,Voice-Support,Graduate,2,2,1.071,17,0,11.5,-1.88,7.3,4.31,0.0,0,0.0,0,0,0.0,0,0.69,1,0,-0.66,-0.13,87.5,0.192,1,0.24,0
AGT100219,24,29,30,Referral,Rotational,Escalations,Postgraduate,0,2,0.918,5,1,-2.5,-4.49,4.9,-1.24,0.0,2,6.2,1,0,0.0,0,1.4,2,3,0.1,-0.22,83.4,0.225,0,0.158,0
AGT100220,26,35,50,Walk-in,Rotational,Voice-Collections,Graduate,3,3,0.753,5,0,0.1,1.12,0.3,-1.11,3.6,3,0.3,2,3,0.5,1,0.84,1,2,0.74,0.03,80.0,0.14,2,0.204,0
AGT100221,28,1,48,Referral,Rotational,Voice-Collections,Graduate,0,0,1.087,5,0,7.9,3.76,-6.6,-3.15,14.2,9,6.0,3,1,0.51,0,1.19,3,3,-0.97,0.6,77.2,0.264,1,0.381,0
AGT100222,28,6,36,Walk-in,Rotational,Email,Graduate,0,0,1.146,15,0,8.2,1.41,-11.9,2.88,0.6,0,0.0,0,0,0.0,0,0.03,1,0,0.76,-0.22,82.3,0.108,1,0.076,0
AGT100223,22,3,43,Referral,Night Fixed,Voice-Support,Postgraduate,1,1,0.811,12,0,-5.9,2.55,-6.1,-4.16,13.2,3,9.3,1,1,0.71,1,0.61,0,1,-0.27,0.99,82.7,0.108,0,0.495,1
AGT100224,27,61,45,Job Portal,Split,Voice-Support,Graduate,2,4,0.969,26,0,11.7,2.87,-6.6,-5.37,16.2,0,0.0,4,1,0.69,0,1.18,2,2,1.14,2.53,90.5,0.447,0,0.509,0
AGT100225,28,4,68,Referral,Rotational,Voice-Support,Graduate,2,0,0.906,0,3,0.6,2.79,-3.6,-3.65,10.7,2,6.8,1,1,0.33,1,0.91,0,4,2.32,2.57,80.5,0.234,2,0.154,0
AGT100226,40,22,43,Job Portal,Rotational,Escalations,Graduate,1,1,1.025,17,0,6.3,2.67,-5.1,-3.63,3.8,1,8.6,1,3,0.56,0,0.9,1,0,2.8,-0.36,90.2,0.14,2,0.071,0
AGT100227,36,25,34,Job Portal,Night Fixed,Email,Undergraduate,2,1,1.134,25,0,-2.7,-0.76,2.5,0.01,16.5,1,6.8,0,1,0.42,1,1.26,0,1,1.21,0.45,75.5,0.149,2,0.08,0
AGT100228,23,43,38,Job Portal,Night Fixed,Chat,Graduate,1,2,0.977,4,0,-0.9,1.19,-4.2,0.51,5.1,3,6.1,0,0,0.0,0,0.94,1,0,0.88,-0.29,80.4,0.213,1,0.386,0
AGT100229,26,7,96,Walk-in,Rotational,Voice-Support,Graduate,3,1,0.949,11,0,-5.2,1.19,-1.1,-3.83,2.2,1,7.7,0,0,0.0,0,1.15,1,0,-0.91,1.51,89.8,0.03,0,0.049,0
